persona,question,average_score,uncertainty,relative_score
51,4,2.7,0.48304589153964794,0.8000000000000003
51,5,2.3,0.48304589153964794,0.2999999999999998
51,6,5.0,0.0,0.0
51,7,5.0,0.0,0.0
51,8,5.0,0.0,3.0
51,9,2.5,0.5270462766947299,0.5
51,10,3.0,0.0,1.9
51,11,5.0,0.0,1.0
51,12,5.0,0.0,0.0
51,13,5.0,0.0,3.0
51,14,4.0,0.0,1.0
51,15,1.4,0.5163977794943223,1.4
51,16,5.0,0.0,0.0
51,17,5.0,0.0,0.0
51,18,4.0,0.0,1.0
51,19,3.0,0.0,1.0
51,20,1.3,0.4830458915396479,0.8
51,21,5.0,0.0,0.0
51,22,5.0,0.0,0.7000000000000002
51,23,4.0,0.0,1.6
51,24,2.0,0.0,2.0
51,25,2.0,0.0,2.0
51,26,3.0,0.0,0.0
51,27,4.0,0.0,0.0
51,28,3.0,0.9428090415820634,1.0
51,29,2.0,0.0,1.0
51,30,2.0,0.0,1.0
52,1,4.0,0.0,1.0
52,2,5.0,0.0,0.0
52,3,2.0,0.0,0.0
52,4,1.0,0.0,0.8999999999999999
52,5,2.0,0.0,0.0
52,6,5.0,0.0,0.0
52,7,4.3,0.48304589153964794,0.7000000000000002
52,8,3.0,0.0,1.0
52,9,2.0,0.0,0.0
52,10,2.0,0.0,0.8999999999999999
52,11,4.0,0.0,0.0
52,12,5.0,0.0,0.0
52,13,2.0,0.0,0.0
52,14,3.0,0.0,0.0
52,15,1.0,0.0,1.0
52,16,4.0,0.0,1.0
52,17,4.2,0.4216370213557839,0.7999999999999998
52,18,3.0,0.0,0.0
52,19,3.0,0.0,1.0
52,20,2.0,0.0,0.10000000000000009
52,21,5.0,0.0,0.0
52,22,4.0,0.0,0.2999999999999998
52,23,2.1,0.31622776601683794,0.2999999999999998
52,24,1.4,0.9660917830792959,1.4
52,25,0.0,0.0,0.0
52,26,3.0,0.0,0.0
52,27,4.0,0.0,0.0
52,28,3.8,0.4216370213557839,0.20000000000000018
52,29,4.0,0.0,1.0
52,30,2.0,0.0,1.0
53,1,5.0,0.0,0.0
53,2,5.0,0.0,0.0
53,3,5.0,0.0,3.0
53,4,1.0,0.0,0.8999999999999999
53,5,1.7,0.4830458915396479,0.30000000000000004
53,6,5.0,0.0,0.0
53,7,5.0,0.0,0.0
53,8,2.9,0.7378647873726218,0.8999999999999999
53,9,2.1,0.31622776601683794,0.10000000000000009
53,10,2.3,0.48304589153964794,1.1999999999999997
53,11,5.0,0.0,1.0
53,12,5.0,0.0,0.0
53,13,3.3,0.48304589153964794,1.2999999999999998
53,14,4.0,0.0,1.0
53,15,2.0,0.0,2.0
53,16,5.0,0.0,0.0
53,17,5.0,0.0,0.0
53,18,5.0,0.0,2.0
53,19,2.0,0.0,2.0
53,20,3.1,0.31622776601683794,1.0
53,21,5.0,0.0,0.0
53,22,5.0,0.0,0.7000000000000002
53,23,4.0,0.0,1.6
53,24,1.5,0.5270462766947299,1.5
53,25,1.1,0.31622776601683794,1.1
53,26,4.7,0.48304589153964794,1.7000000000000002
53,27,5.0,0.0,1.0
53,28,2.0,0.0,2.0
53,29,1.0,0.0,2.0
53,30,2.0,0.0,1.0
54,1,5.0,0.0,0.0
54,2,4.0,0.0,1.0
54,3,1.7,0.4830458915396479,0.30000000000000004
54,4,2.0,0.0,0.10000000000000009
54,5,1.7,0.4830458915396479,0.30000000000000004
54,6,5.0,0.0,0.0
54,7,3.5,0.5270462766947299,1.5
54,8,1.0,0.0,1.0
54,9,2.0,0.0,0.0
54,10,2.0,0.0,0.8999999999999999
54,11,3.8,0.4216370213557839,0.20000000000000018
54,12,4.0,0.0,1.0
54,13,1.0,0.0,1.0
54,14,3.0,0.0,0.0
54,15,2.0,0.0,2.0
54,16,5.0,0.0,0.0
54,17,5.0,0.0,0.0
54,18,3.0,0.0,0.0
54,19,3.0,0.0,1.0
54,20,2.0,0.0,0.10000000000000009
54,21,5.0,0.0,0.0
54,22,3.6,0.5163977794943223,0.6999999999999997
54,23,3.0,0.0,0.6000000000000001
54,24,0.0,0.0,0.0
54,25,0.0,0.0,0.0
54,26,4.0,0.0,1.0
54,27,4.0,0.0,0.0
54,28,4.0,0.0,0.0
54,29,2.0,0.0,1.0
54,30,2.0,0.0,1.0
55,1,4.0,0.0,1.0
55,2,5.0,0.0,0.0
55,3,2.0,0.0,0.0
55,4,2.8,0.4216370213557839,0.8999999999999999
55,5,2.0,0.0,0.0
55,6,5.0,0.0,0.0
55,7,5.0,0.0,0.0
55,8,4.0,0.0,2.0
55,9,2.3,0.48304589153964794,0.2999999999999998
55,10,2.0,0.0,0.8999999999999999
55,11,4.0,0.0,0.0
55,12,5.0,0.0,0.0
55,13,3.0,0.0,1.0
55,14,3.7,0.48304589153964794,0.7000000000000002
55,15,3.0,0.0,3.0
55,16,4.0,0.0,1.0
55,17,4.0,0.0,1.0
55,18,4.0,0.0,1.0
55,19,4.0,0.0,0.0
55,20,3.0,0.0,0.8999999999999999
55,21,5.0,0.0,0.0
55,22,4.1,0.31622776601683794,0.20000000000000018
55,23,3.0,0.0,0.6000000000000001
55,24,2.0,0.0,2.0
55,25,1.0,0.0,1.0
55,26,4.0,0.0,1.0
55,27,4.0,0.0,0.0
55,28,4.0,0.0,0.0
55,29,4.0,0.0,1.0
55,30,2.5,0.5270462766947299,0.5
56,1,5.0,0.0,0.0
56,2,5.0,0.0,0.0
56,3,2.0,0.0,0.0
56,4,2.7,0.48304589153964794,0.8000000000000003
56,5,2.0,0.0,0.0
56,6,5.0,0.0,0.0
56,7,5.0,0.0,0.0
56,8,4.0,0.0,2.0
56,9,2.8,0.4216370213557839,0.7999999999999998
56,10,1.9,0.31622776601683794,0.7999999999999998
56,11,5.0,0.0,1.0
56,12,5.0,0.0,0.0
56,13,3.6,0.5163977794943223,1.6
56,14,4.0,0.0,1.0
56,15,4.0,0.0,4.0
56,16,5.0,0.0,0.0
56,17,5.0,0.0,0.0
56,18,4.0,0.0,1.0
56,19,4.0,0.0,0.0
56,20,4.0,0.0,1.9
56,21,5.0,0.0,0.0
56,22,5.0,0.0,0.7000000000000002
56,23,4.0,0.0,1.6
56,24,3.0,0.0,3.0
56,25,1.0,0.0,1.0
56,26,4.5,0.5270462766947299,1.5
56,27,5.0,0.0,1.0
56,28,4.0,0.0,0.0
56,29,4.0,0.0,1.0
56,30,4.0,0.0,1.0
57,1,4.2,0.4216370213557839,0.7999999999999998
57,2,5.0,0.0,0.0
57,3,3.0,0.0,1.0
57,4,3.0,0.0,1.1
57,5,2.0,0.0,0.0
57,6,5.0,0.0,0.0
57,7,5.0,0.0,0.0
57,8,3.0,0.0,1.0
57,9,3.0,0.0,1.0
57,10,2.0,0.0,0.8999999999999999
57,11,5.0,0.0,1.0
57,12,5.0,0.0,0.0
57,13,3.0,0.0,1.0
57,14,4.0,0.0,1.0
57,15,3.0,0.0,3.0
57,16,5.0,0.0,0.0
57,17,5.0,0.0,0.0
57,18,5.0,0.0,2.0
57,19,4.0,0.0,0.0
57,20,2.7,0.48304589153964794,0.6000000000000001
57,21,5.0,0.0,0.0
57,22,4.0,0.0,0.2999999999999998
57,23,3.0,0.0,0.6000000000000001
57,24,2.0,0.0,2.0
57,25,1.5,0.5270462766947299,1.5
57,26,4.0,0.0,1.0
57,27,4.0,0.0,0.0
57,28,4.0,0.0,0.0
57,29,3.1,0.31622776601683794,0.10000000000000009
57,30,3.0,0.0,0.0
58,1,3.0,0.0,2.0
58,2,3.0,0.0,2.0
58,3,2.0,0.0,0.0
58,4,2.0,0.0,0.10000000000000009
58,5,2.0,0.0,0.0
58,6,3.6,0.5163977794943223,1.4
58,7,3.0,0.0,2.0
58,8,2.0,0.0,0.0
58,9,2.0,0.0,0.0
58,10,2.0,0.0,0.8999999999999999
58,11,3.0,0.0,1.0
58,12,2.7,0.48304589153964794,2.3
58,13,2.0,0.0,0.0
58,14,3.0,0.0,0.0
58,15,1.0,0.0,1.0
58,16,3.0,0.0,2.0
58,17,4.0,0.0,1.0
58,18,3.0,0.0,0.0
58,19,3.0,0.0,1.0
58,20,2.0,0.0,0.10000000000000009
58,21,5.0,0.0,0.0
58,22,3.0,0.0,1.2999999999999998
58,23,3.1,0.31622776601683794,0.7000000000000002
58,24,1.0,0.0,1.0
58,25,1.0,0.0,1.0
58,26,3.7,0.48304589153964794,0.7000000000000002
58,27,3.0,0.0,1.0
58,28,4.0,0.0,0.0
58,29,3.0,0.0,0.0
58,30,2.0,0.0,1.0
59,1,4.3,0.48304589153964794,0.7000000000000002
59,2,4.1,0.31622776601683794,0.9000000000000004
59,3,3.0,0.0,1.0
59,4,3.0,0.0,1.1
59,5,2.0,0.0,0.0
59,6,5.0,0.0,0.0
59,7,4.5,0.5270462766947299,0.5
59,8,3.0,0.0,1.0
59,9,3.0,0.0,1.0
59,10,3.0,0.0,1.9
59,11,5.0,0.0,1.0
59,12,5.0,0.0,0.0
59,13,3.1,0.31622776601683794,1.1
59,14,3.1,0.31622776601683794,0.10000000000000009
59,15,3.0,0.0,3.0
59,16,5.0,0.0,0.0
59,17,5.0,0.0,0.0
59,18,4.0,0.0,1.0
59,19,3.8,0.4216370213557839,0.20000000000000018
59,20,3.0,0.0,0.8999999999999999
59,21,5.0,0.0,0.0
59,22,4.0,0.0,0.2999999999999998
59,23,4.0,0.0,1.6
59,24,2.0,0.0,2.0
59,25,1.1,0.31622776601683794,1.1
59,26,4.0,0.0,1.0
59,27,4.0,0.0,0.0
59,28,3.0,0.0,1.0
59,29,3.0,0.0,0.0
59,30,3.0,0.0,0.0
60,1,2.4,0.5163977794943223,2.6
60,2,3.4,0.5163977794943223,1.6
60,3,2.0,0.0,0.0
60,4,2.0,0.0,0.10000000000000009
60,5,1.0,0.0,1.0
60,6,3.0,0.0,2.0
60,7,4.0,0.0,1.0
60,8,3.0,0.0,1.0
60,9,2.0,0.0,0.0
60,10,1.0,0.0,0.10000000000000009
60,11,2.1,0.31622776601683794,1.9
60,12,4.0,0.0,1.0
60,13,4.0,0.0,2.0
60,14,3.0,0.0,0.0
60,15,2.0,0.0,2.0
60,16,3.6,0.5163977794943223,1.4
60,17,4.0,0.0,1.0
60,18,5.0,0.0,2.0
60,19,4.0,0.0,0.0
60,20,2.0,0.0,0.10000000000000009
60,21,5.0,0.0,0.0
60,22,4.0,0.0,0.2999999999999998
60,23,3.0,0.0,0.6000000000000001
60,24,2.0,0.0,2.0
60,25,1.0,0.0,1.0
60,26,4.0,0.0,1.0
60,27,3.1,0.31622776601683794,0.8999999999999999
60,28,4.0,0.0,0.0
60,29,3.2,1.0327955589886446,0.20000000000000018
60,30,2.0,0.0,1.0
61,1,2.0,0.0,3.0
61,2,2.0,0.0,3.0
61,3,0.9,0.31622776601683794,1.1
61,4,0.9,0.31622776601683794,0.9999999999999999
61,5,0.0,0.0,2.0
61,6,2.4,0.5163977794943223,2.6
61,7,2.0,0.0,3.0
61,8,0.0,0.0,2.0
61,9,1.0,0.0,1.0
61,10,0.0,0.0,1.1
61,11,2.0,0.0,2.0
61,12,2.0,0.0,3.0
61,13,1.0,0.0,1.0
61,14,2.1,0.31622776601683794,0.8999999999999999
61,15,0.0,0.0,0.0
61,16,4.0,0.0,1.0
61,17,4.0,0.0,1.0
61,18,3.6,0.5163977794943223,0.6000000000000001
61,19,3.0,0.0,1.0
61,20,2.0,0.0,0.10000000000000009
61,21,5.0,0.0,0.0
61,22,3.9,0.31622776601683794,0.3999999999999999
61,23,2.0,0.0,0.3999999999999999
61,24,0.0,0.0,0.0
61,25,0.0,0.0,0.0
61,26,3.0,0.0,0.0
61,27,3.3,0.48304589153964794,0.7000000000000002
61,28,4.0,0.0,0.0
61,29,2.8,0.4216370213557839,0.20000000000000018
61,30,0.0,0.0,3.0
62,1,4.4,0.5163977794943222,0.5999999999999996
62,2,5.0,0.0,0.0
62,3,2.0,0.0,0.0
62,4,2.4,0.5163977794943223,0.5
62,5,2.0,0.0,0.0
62,6,5.0,0.0,0.0
62,7,4.2,0.4216370213557839,0.7999999999999998
62,8,3.0,0.0,1.0
62,9,2.0,0.0,0.0
62,10,2.0,0.0,0.8999999999999999
62,11,5.0,0.0,1.0
62,12,5.0,0.0,0.0
62,13,3.0,0.0,1.0
62,14,3.9,0.31622776601683794,0.8999999999999999
62,15,3.0,0.0,3.0
62,16,5.0,0.0,0.0
62,17,5.0,0.0,0.0
62,18,4.0,0.0,1.0
62,19,4.0,0.0,0.0
62,20,2.0,0.0,0.10000000000000009
62,21,5.0,0.0,0.0
62,22,4.0,0.0,0.2999999999999998
62,23,4.0,0.0,1.6
62,24,1.2,0.42163702135578396,1.2
62,25,1.0,0.0,1.0
62,26,4.0,0.0,1.0
62,27,4.0,0.0,0.0
62,28,4.0,0.0,0.0
62,29,4.0,0.0,1.0
62,30,3.0,0.0,0.0
63,1,5.0,0.0,0.0
63,2,5.0,0.0,0.0
63,3,2.0,0.0,0.0
63,4,2.0,0.0,0.10000000000000009
63,5,1.0,0.0,1.0
63,6,5.0,0.0,0.0
63,7,5.0,0.0,0.0
63,8,2.0,0.0,0.0
63,9,2.0,0.0,0.0
63,10,1.0,0.0,0.10000000000000009
63,11,4.0,0.0,0.0
63,12,5.0,0.0,0.0
63,13,1.0,0.0,1.0
63,14,3.0,0.0,0.0
63,15,2.0,0.0,2.0
63,16,5.0,0.0,0.0
63,17,5.0,0.0,0.0
63,18,2.0,0.0,1.0
63,19,3.0,0.0,1.0
63,20,1.0,0.0,1.1
63,21,5.0,0.0,0.0
63,22,5.0,0.0,0.7000000000000002
63,23,2.0,0.0,0.3999999999999999
63,24,1.0,0.0,1.0
63,25,1.0,0.0,1.0
63,26,4.0,0.0,1.0
63,27,5.0,0.0,1.0
63,28,4.0,0.0,0.0
63,29,2.0,0.0,1.0
63,30,2.0,0.0,1.0
64,1,4.0,0.0,1.0
64,2,5.0,0.0,0.0
64,3,2.0,0.0,0.0
64,4,2.0,0.0,0.10000000000000009
64,5,2.0,0.0,0.0
64,6,4.8,0.4216370213557839,0.20000000000000018
64,7,4.0,0.0,1.0
64,8,2.0,0.0,0.0
64,9,2.0,0.0,0.0
64,10,2.0,0.0,0.8999999999999999
64,11,4.0,0.0,0.0
64,12,5.0,0.0,0.0
64,13,2.0,0.0,0.0
64,14,3.1,0.31622776601683794,0.10000000000000009
64,15,1.0,0.0,1.0
64,16,4.0,0.0,1.0
64,17,4.8,0.4216370213557839,0.20000000000000018
64,18,4.0,0.0,1.0
64,19,3.0,0.0,1.0
64,20,2.0,0.0,0.10000000000000009
64,21,5.0,0.0,0.0
64,22,4.0,0.0,0.2999999999999998
64,23,2.0,0.0,0.3999999999999999
64,24,0.0,0.0,0.0
64,25,1.0,0.0,1.0
64,26,4.0,0.0,1.0
64,27,4.0,0.0,0.0
64,28,2.8,0.4216370213557839,1.2000000000000002
64,29,2.0,0.0,1.0
64,30,2.0,0.0,1.0
65,1,4.0,0.0,1.0
65,2,5.0,0.0,0.0
65,3,2.0,0.0,0.0
65,4,2.0,0.0,0.10000000000000009
65,5,2.0,0.0,0.0
65,6,5.0,0.0,0.0
65,7,5.0,0.0,0.0
65,8,3.0,0.0,1.0
65,9,3.0,0.0,1.0
65,10,2.3,0.48304589153964794,1.1999999999999997
65,11,5.0,0.0,1.0
65,12,5.0,0.0,0.0
65,13,4.0,0.0,2.0
65,14,3.0,0.0,0.0
65,15,1.6,0.5163977794943223,1.6
65,16,5.0,0.0,0.0
65,17,5.0,0.0,0.0
65,18,5.0,0.0,2.0
65,19,3.0,0.0,1.0
65,20,2.0,0.0,0.10000000000000009
65,21,5.0,0.0,0.0
65,22,4.6,0.5163977794943222,0.2999999999999998
65,23,4.0,0.0,1.6
65,24,1.0,0.0,1.0
65,25,0.0,0.0,0.0
65,26,5.0,0.0,2.0
65,27,4.0,0.0,0.0
65,28,2.0,0.0,2.0
65,29,2.0,0.0,1.0
65,30,2.3,0.48304589153964794,0.7000000000000002
66,1,2.0,0.0,3.0
66,2,2.0,0.0,3.0
66,3,1.0,0.0,1.0
66,4,1.0,0.0,0.8999999999999999
66,5,1.0,0.0,1.0
66,6,5.0,0.0,0.0
66,7,3.9,0.31622776601683794,1.1
66,8,0.0,0.0,2.0
66,9,1.9,0.31622776601683794,0.10000000000000009
66,10,1.0,0.0,0.10000000000000009
66,11,3.7,0.48304589153964794,0.2999999999999998
66,12,2.5,0.5270462766947299,2.5
66,13,0.2,0.42163702135578396,1.8
66,14,3.0,0.0,0.0
66,15,0.1,0.31622776601683794,0.1
66,16,4.0,0.0,1.0
66,17,4.0,0.0,1.0
66,18,3.0,0.0,0.0
66,19,3.0,0.0,1.0
66,20,2.0,0.0,0.10000000000000009
66,21,5.0,0.0,0.0
66,22,3.9,0.31622776601683794,0.3999999999999999
66,23,3.0,0.0,0.6000000000000001
66,24,0.0,0.0,0.0
66,25,2.0,0.0,2.0
66,26,2.3,0.48304589153964794,0.7000000000000002
66,27,3.3,0.48304589153964794,0.7000000000000002
66,28,4.0,0.0,0.0
66,29,2.0,0.0,1.0
66,30,0.0,0.0,3.0
67,1,3.6,0.5163977794943223,1.4
67,2,4.0,0.0,1.0
67,3,0.2,0.42163702135578396,1.8
67,4,0.0,0.0,1.9
67,5,0.0,0.0,2.0
67,6,3.9,0.31622776601683794,1.1
67,7,4.0,0.0,1.0
67,8,0.3,0.4830458915396479,1.7
67,9,1.0,0.0,1.0
67,10,0.7,0.48304589153964794,0.40000000000000013
67,11,2.0,0.0,2.0
67,12,5.0,0.0,0.0
67,13,0.4,0.5163977794943223,1.6
67,14,2.0,0.0,1.0
67,15,0.0,0.0,0.0
67,16,4.7,0.48304589153964794,0.2999999999999998
67,17,5.0,0.0,0.0
67,18,3.0,0.0,0.0
67,19,1.0,0.0,3.0
67,20,0.0,0.0,2.1
67,21,5.0,0.0,0.0
67,22,4.0,0.0,0.2999999999999998
67,23,2.5,0.5270462766947299,0.10000000000000009
67,24,0.0,0.0,0.0
67,25,0.0,0.0,0.0
67,26,3.0,0.0,0.0
67,27,4.0,0.0,0.0
67,28,3.3,0.48304589153964794,0.7000000000000002
67,29,1.0,0.0,2.0
67,30,2.0,0.0,1.0
68,1,4.0,0.0,1.0
68,2,5.0,0.0,0.0
68,3,2.0,0.0,0.0
68,4,2.0,0.0,0.10000000000000009
68,5,2.0,0.0,0.0
68,6,5.0,0.0,0.0
68,7,4.3,0.48304589153964794,0.7000000000000002
68,8,3.0,0.0,1.0
68,9,2.0,0.0,0.0
68,10,1.8,0.42163702135578396,0.7
68,11,4.0,0.0,0.0
68,12,5.0,0.0,0.0
68,13,3.0,0.0,1.0
68,14,3.0,0.0,0.0
68,15,2.0,0.0,2.0
68,16,4.0,0.0,1.0
68,17,5.0,0.0,0.0
68,18,4.0,0.0,1.0
68,19,4.0,0.0,0.0
68,20,2.0,0.0,0.10000000000000009
68,21,5.0,0.0,0.0
68,22,4.0,0.0,0.2999999999999998
68,23,2.2,0.4216370213557839,0.19999999999999973
68,24,1.0,0.0,1.0
68,25,1.0,0.0,1.0
68,26,3.0,0.0,0.0
68,27,4.0,0.0,0.0
68,28,4.0,0.0,0.0
68,29,3.0,0.0,0.0
68,30,2.6,0.5163977794943223,0.3999999999999999
69,1,4.0,0.0,1.0
69,2,4.0,0.0,1.0
69,3,2.0,0.0,0.0
69,4,2.5,0.5270462766947299,0.6000000000000001
69,5,2.0,0.0,0.0
69,6,4.7,0.48304589153964794,0.2999999999999998
69,7,4.0,0.0,1.0
69,8,4.0,0.0,2.0
69,9,3.0,0.0,1.0
69,10,2.0,0.0,0.8999999999999999
69,11,4.0,0.0,0.0
69,12,5.0,0.0,0.0
69,13,3.6,0.5163977794943223,1.6
69,14,3.0,0.0,0.0
69,15,2.0,0.0,2.0
69,16,5.0,0.0,0.0
69,17,5.0,0.0,0.0
69,18,3.8,0.4216370213557839,0.7999999999999998
69,19,3.0,0.0,1.0
69,20,2.0,0.0,0.10000000000000009
69,21,5.0,0.0,0.0
69,22,4.0,0.0,0.2999999999999998
69,23,3.0,0.0,0.6000000000000001
69,24,1.2,1.0327955589886444,1.2
69,25,0.0,0.0,0.0
69,26,3.0,0.0,0.0
69,27,4.0,0.0,0.0
69,28,4.0,0.0,0.0
69,29,3.0,0.0,0.0
69,30,2.4,0.5163977794943223,0.6000000000000001
70,1,5.0,0.0,0.0
70,2,5.0,0.0,0.0
70,3,2.0,0.0,0.0
70,4,2.0,0.0,0.10000000000000009
70,5,2.0,0.0,0.0
70,6,5.0,0.0,0.0
70,7,4.1,0.31622776601683794,0.9000000000000004
70,8,2.9,0.31622776601683794,0.8999999999999999
70,9,2.6,0.5163977794943223,0.6000000000000001
70,10,2.0,0.0,0.8999999999999999
70,11,4.9,0.31622776601683794,0.9000000000000004
70,12,5.0,0.0,0.0
70,13,3.0,0.0,1.0
70,14,3.0,0.0,0.0
70,15,2.0,0.0,2.0
70,16,5.0,0.0,0.0
70,17,5.0,0.0,0.0
70,18,3.0,0.0,0.0
70,19,3.0,0.0,1.0
70,20,3.0,0.0,0.8999999999999999
70,21,5.0,0.0,0.0
70,22,4.0,0.0,0.2999999999999998
70,23,3.0,0.0,0.6000000000000001
70,24,1.9,0.31622776601683794,1.9
70,25,1.0,0.0,1.0
70,26,4.1,0.31622776601683794,1.0999999999999996
70,27,4.0,0.0,0.0
70,28,2.0,0.0,2.0
70,29,2.0,0.0,1.0
70,30,3.0,0.0,0.0
71,1,3.9,0.31622776601683794,1.1
71,2,4.0,0.0,1.0
71,3,1.0,0.0,1.0
71,4,1.0,0.0,0.8999999999999999
71,5,2.0,0.0,0.0
71,6,5.0,0.0,0.0
71,7,4.0,0.0,1.0
71,8,1.0,0.0,1.0
71,9,1.0,0.0,1.0
71,10,1.0,0.0,0.10000000000000009
71,11,4.0,0.0,0.0
71,12,5.0,0.0,0.0
71,13,1.0,0.0,1.0
71,14,3.9,0.31622776601683794,0.8999999999999999
71,15,1.0,0.0,1.0
71,16,5.0,0.0,0.0
71,17,4.7,0.48304589153964794,0.2999999999999998
71,18,4.0,0.0,1.0
71,19,3.0,0.0,1.0
71,20,1.0,0.0,1.1
71,21,5.0,0.0,0.0
71,22,4.0,0.0,0.2999999999999998
71,23,3.0,0.0,0.6000000000000001
71,24,0.0,0.0,0.0
71,25,0.0,0.0,0.0
71,26,3.0,0.0,0.0
71,27,4.0,0.0,0.0
71,28,4.0,0.0,0.0
71,29,2.0,0.0,1.0
71,30,2.0,0.0,1.0
72,1,4.8,0.4216370213557839,0.20000000000000018
72,2,5.0,0.0,0.0
72,3,3.0,0.0,1.0
72,4,3.0,0.0,1.1
72,5,3.2,0.4216370213557839,1.2000000000000002
72,6,5.0,0.0,0.0
72,7,5.0,0.0,0.0
72,8,3.0,0.0,1.0
72,9,3.0,0.0,1.0
72,10,2.0,0.0,0.8999999999999999
72,11,5.0,0.0,1.0
72,12,5.0,0.0,0.0
72,13,4.0,0.0,2.0
72,14,4.0,0.0,1.0
72,15,4.1,0.31622776601683794,4.1
72,16,4.9,0.31622776601683794,0.09999999999999964
72,17,5.0,0.0,0.0
72,18,4.0,0.0,1.0
72,19,4.0,0.0,0.0
72,20,3.0,0.0,0.8999999999999999
72,21,5.0,0.0,0.0
72,22,5.0,0.0,0.7000000000000002
72,23,3.0,0.0,0.6000000000000001
72,24,2.0,0.0,2.0
72,25,2.0,0.0,2.0
72,26,4.0,0.0,1.0
72,27,4.0,0.0,0.0
72,28,4.0,0.0,0.0
72,29,4.0,0.0,1.0
72,30,3.3,0.48304589153964794,0.2999999999999998
73,1,4.6,0.5163977794943222,0.40000000000000036
73,2,5.0,0.0,0.0
73,3,2.0,0.0,0.0
73,4,2.0,0.0,0.10000000000000009
73,5,2.0,0.0,0.0
73,6,5.0,0.0,0.0
73,7,5.0,0.0,0.0
73,8,4.0,0.0,2.0
73,9,3.0,0.0,1.0
73,10,2.0,0.0,0.8999999999999999
73,11,5.0,0.0,1.0
73,12,5.0,0.0,0.0
73,13,4.0,0.0,2.0
73,14,3.0,0.0,0.0
73,15,2.0,0.0,2.0
73,16,4.5,0.5270462766947299,0.5
73,17,5.0,0.0,0.0
73,18,2.0,0.0,1.0
73,19,3.0,0.0,1.0
73,20,3.0,0.0,0.8999999999999999
73,21,5.0,0.0,0.0
73,22,4.0,0.0,0.2999999999999998
73,23,2.3,0.48304589153964794,0.10000000000000009
73,24,1.0,0.0,1.0
73,25,1.0,0.0,1.0
73,26,4.0,0.0,1.0
73,27,4.1,0.31622776601683794,0.09999999999999964
73,28,2.0,0.0,2.0
73,29,2.0,0.0,1.0
73,30,2.0,0.0,1.0
74,1,5.0,0.0,0.0
74,2,5.0,0.0,0.0
74,3,4.0,0.0,2.0
74,4,4.0,0.0,2.1
74,5,3.0,0.0,1.0
74,6,5.0,0.0,0.0
74,7,5.0,0.0,0.0
74,8,4.0,0.0,2.0
74,9,4.0,0.0,2.0
74,10,2.0,0.0,0.8999999999999999
74,11,5.0,0.0,1.0
74,12,5.0,0.0,0.0
74,13,4.0,0.0,2.0
74,14,4.0,0.0,1.0
74,15,3.2,0.4216370213557839,3.2
74,16,5.0,0.0,0.0
74,17,5.0,0.0,0.0
74,18,5.0,0.0,2.0
74,19,4.0,0.0,0.0
74,20,4.0,0.0,1.9
74,21,5.0,0.0,0.0
74,22,5.0,0.0,0.7000000000000002
74,23,4.0,0.0,1.6
74,24,3.0,0.0,3.0
74,25,2.0,0.0,2.0
74,26,4.7,0.48304589153964794,1.7000000000000002
74,27,4.0,0.0,0.0
74,28,4.0,0.0,0.0
74,29,2.9,0.31622776601683794,0.10000000000000009
74,30,4.0,0.0,1.0
75,1,5.0,0.0,0.0
75,2,5.0,0.0,0.0
75,3,4.0,0.0,2.0
75,4,1.0,0.0,0.8999999999999999
75,5,1.0,0.0,1.0
75,6,5.0,0.0,0.0
75,7,5.0,0.0,0.0
75,8,5.0,0.0,3.0
75,9,2.4,0.5163977794943223,0.3999999999999999
75,10,5.0,0.0,3.9
75,11,5.0,0.0,1.0
75,12,5.0,0.0,0.0
75,13,5.0,0.0,3.0
75,14,4.0,0.0,1.0
75,15,0.9,0.31622776601683794,0.9
75,16,4.0,0.0,1.0
75,17,5.0,0.0,0.0
75,18,5.0,0.0,2.0
75,19,2.5,0.5270462766947299,1.5
75,20,4.0,0.0,1.9
75,21,5.0,0.0,0.0
75,22,5.0,0.0,0.7000000000000002
75,23,5.0,0.0,2.6
75,24,0.0,0.0,0.0
75,25,0.0,0.0,0.0
75,26,5.0,0.0,2.0
75,27,4.8,0.4216370213557839,0.7999999999999998
75,28,5.0,0.0,1.0
75,29,1.0,0.0,2.0
75,30,2.0,0.0,1.0
76,1,4.6,0.5163977794943222,0.40000000000000036
76,2,5.0,0.0,0.0
76,3,2.0,0.0,0.0
76,4,5.0,0.0,3.1
76,5,5.0,0.0,3.0
76,6,5.0,0.0,0.0
76,7,5.0,0.0,0.0
76,8,3.0,0.0,1.0
76,9,2.0,0.0,0.0
76,10,2.5,0.5270462766947299,1.4
76,11,5.0,0.0,1.0
76,12,5.0,0.0,0.0
76,13,4.0,0.0,2.0
76,14,4.0,0.0,1.0
76,15,5.0,0.0,5.0
76,16,5.0,0.0,0.0
76,17,5.0,0.0,0.0
76,18,4.0,0.0,1.0
76,19,5.0,0.0,1.0
76,20,5.0,0.0,2.9
76,21,5.0,0.0,0.0
76,22,5.0,0.0,0.7000000000000002
76,23,4.7,0.48304589153964794,2.3000000000000003
76,24,4.5,0.5270462766947299,4.5
76,25,5.0,0.0,5.0
76,26,5.0,0.0,2.0
76,27,4.0,0.0,0.0
76,28,5.0,0.0,1.0
76,29,2.0,0.0,1.0
76,30,5.0,0.0,2.0
77,1,4.0,0.0,1.0
77,2,5.0,0.0,0.0
77,3,3.0,0.0,1.0
